Vehicle,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
58,70.15,27.18125,55,56.7,62.96296296,54.39884259
59,61.1,80.9,70,81.3,92.59259259,77.17851852
60,62.2,81.44375,82,22.1,55.55555556,60.65986111
61,32.1625,16.61875,58,60.0,22.22222222,37.80069444
62,86.8625,82.54375,44,60.6,55.55555556,65.91236111
63,17.125,39.5875,42,51.8,22.22222222,34.54694444
64,69.8625,58.26875,90,35.1,51.85185185,61.01662037
65,62.2,87.2,35,73.1,55.55555556,62.61111111
66,51.9,75.7625,61,74.0,29.62962963,58.45842593
67,17.8875,50.6,47,26.7,25.92592593,33.62268519
68,14.9125,45.2625,65,19.9,62.96296296,41.60759259
69,19.6125,7.53125,53,81.6,48.14814815,41.97837963
70,54.525,37.40625,43,5.5,33.33333333,34.75291667
71,28.0375,98.275,92,46.8,100.0,73.0225
72,89.125,99.0,66,81.1,88.88888889,84.82277778
73,42.4125,28.6375,92,10.6,29.62962963,40.65592593
74,80.65,90.48125,96,48.5,14.81481481,66.08921296
75,74.075,39.14375,65,14.4,96.2962963,57.78300926
76,50.575,52.3375,35,93.1,77.77777778,61.75805556
77,56.725,79.85,98,7.4,11.11111111,50.61722222
78,90.6875,86.4125,47,23.0,33.33333333,56.08666667
79,97.825,74.1625,99,47.5,44.44444444,72.58638889
80,47.4875,47.64375,95,52.8,77.77777778,64.14180556
81,81.7375,32.9375,22,52.4,14.81481481,40.77796296
82,94.0875,92.8,83,92.2,25.92592593,77.60268519
83,62.25,34.70625,22,9.7,55.55555556,36.84236111
84,21.7875,21.7125,56,25.1,44.44444444,33.80888889
85,62.525,66.575,55,94.8,85.18518519,72.81703704
86,76.075,11.25,83,80.8,88.88888889,68.00277778
87,44.3625,80.375,67,70.4,66.66666667,65.76083333
88,23.65,87.725,80,50.5,59.25925926,60.22685185
89,92.725,49.25625,96,97.8,33.33333333,73.82291667
90,68.1625,13.5375,44,41.5,22.22222222,37.88444444
91,58.925,48.7875,47,38.8,74.07407407,53.51731481
92,91.1,35.14375,21,88.4,66.66666667,60.46208333
93,97.45,60.73125,15,29.6,62.96296296,53.14884259
94,57.1125,21.6,48,84.6,81.48148148,58.5587963
95,70.3125,84.50625,85,74.2,77.77777778,78.35930556
96,91.0375,22.39375,26,45.5,29.62962963,42.91217593
97,67.15,16.90625,24,97.0,33.33333333,47.67791667
98,76.95,64.94375,79,27.1,48.14814815,59.22837963
99,86.6875,27.9625,47,28.4,92.59259259,56.52851852
100,59.9625,68.30625,86,6.8,66.66666667,57.54708333
101,51.625,38.74375,49,25.3,11.11111111,35.15597222
102,71.4875,18.85625,26,54.3,44.44444444,43.01763889
103,81.7125,61.85,70,49.0,40.74074074,60.66064815
104,88.8875,52.65,42,51.5,55.55555556,58.11861111
105,16.45,49.475,14,61.8,25.92592593,33.53018519
106,94.6625,77.24375,91,63.3,55.55555556,76.35236111
107,22.975,55.69375,83,99.4,81.48148148,68.5100463
108,97.9,50.125,100,16.0,37.03703704,60.21240741
109,53.1,48.30625,43,92.3,59.25925926,59.19310185
110,48.2125,12.81875,85,32.3,77.77777778,51.22180556
111,69.9875,26.775,43,39.7,88.88888889,53.67027778
112,40.2,25.00625,61,24.2,48.14814815,39.71087963
113,60.85,41.36875,19,52.0,55.55555556,45.75486111
114,21.825,66.38125,15,4.2,59.25925926,33.33310185
115,79.6375,13.725,50,2.5,18.51851852,32.8762037
116,47.25,16.01875,39,25.2,25.92592593,30.67893519
117,96.95,28.0375,91,26.7,70.37037037,62.61157407
118,25.2625,46.4875,73,11.6,59.25925926,43.12185185
119,31.3,95.79375,57,82.9,62.96296296,65.99134259
120,59.55,16.4,11,17.5,18.51851852,24.5937037
121,22.675,86.75,100,6.4,25.92592593,48.35018519
122,68.825,59.61875,37,18.4,33.33333333,43.43541667
123,63.5375,38.1375,82,3.9,81.48148148,53.8112963
124,81.275,15.81875,50,63.9,33.33333333,48.86541667
125,69.45,31.4875,35,88.8,25.92592593,50.13268519
126,39.5375,12.46875,95,74.1,37.03703704,51.62865741
127,52.275,33.9875,66,38.9,44.44444444,47.12138889
128,90.0,22.3625,65,12.1,18.51851852,41.5962037
129,62.3625,92.05625,34,32.5,70.37037037,58.25782407
130,54.7,19.20625,32,84.6,51.85185185,48.47162037
131,20.3125,34.20625,95,48.4,51.85185185,49.95412037
132,61.75,58.21875,66,38.8,48.14814815,54.58337963
133,33.6375,92.7375,99,37.3,51.85185185,62.90537037
134,79.45,71.925,52,16.4,88.88888889,61.73277778
135,72.9,46.49375,85,75.7,14.81481481,58.98171296
136,37.35,74.53125,29,74.0,11.11111111,45.19847222
137,56.7125,85.05625,30,31.6,77.77777778,56.22930556
138,64.3875,85.64375,45,26.0,100.0,64.20625
139,73.9375,89.74375,63,87.6,33.33333333,69.52291667
140,39.35,62.71875,21,17.1,74.07407407,42.84856481
141,28.3375,53.94375,100,42.8,18.51851852,48.7199537
142,83.525,23.5125,74,76.1,77.77777778,66.98305556
143,65.4625,10.83125,100,90.1,22.22222222,57.72319444
144,23.575,74.1125,24,79.7,33.33333333,46.94416667
145,94.85,64.35625,37,11.9,14.81481481,44.58421296
146,14.15,28.34375,96,97.1,96.2962963,66.37800926
147,86.9125,44.39375,80,68.1,51.85185185,66.25162037
148,29.525,19.9125,18,36.3,85.18518519,37.78453704
149,68.0375,91.9,82,25.2,81.48148148,69.7237963
150,94.2375,51.66875,78,24.5,48.14814815,59.31087963
151,97.975,73.28125,23,74.7,29.62962963,59.71717593
152,63.2375,96.55,88,15.5,33.33333333,59.32416667
153,20.5625,74.51875,18,15.2,92.59259259,44.17476852
154,46.0375,93.69375,46,39.1,37.03703704,52.37365741
155,63.825,60.7375,54,10.9,92.59259259,56.41101852
156,80.3875,47.225,34,6.6,70.37037037,47.71657407
157,81.3,27.7875,100,62.1,66.66666667,67.57083333
158,53.6,28.125,84,85.9,70.37037037,64.39907407
159,16.1125,59.5625,27,92.6,11.11111111,41.27722222
160,82.0125,29.93125,70,96.1,100.0,75.60875
161,53.8625,93.5,99,31.5,88.88888889,73.35027778
162,92.35,30.71875,17,30.4,92.59259259,52.61226852
163,87.7125,81.33125,62,7.4,11.11111111,49.91097222
164,90.425,9.30625,74,25.1,29.62962963,45.69217593
165,65.025,99.30625,86,58.5,44.44444444,70.65513889
166,72.225,38.9125,30,49.2,48.14814815,47.69712963
167,84.05,87.33125,59,50.1,55.55555556,67.20736111
168,26.125,68.5375,41,24.4,25.92592593,37.19768519
169,39.1625,78.3375,59,57.3,48.14814815,56.38962963
170,27.7375,15.6125,62,46.8,40.74074074,38.57814815
171,71.2375,20.55,26,83.7,81.48148148,56.5937963
172,30.425,52.26875,38,52.9,74.07407407,49.53356481
173,74.2,21.65,32,51.8,70.37037037,50.00407407
174,72.65,6.76875,87,63.5,44.44444444,54.87263889
175,92.5625,9.05625,85,23.2,25.92592593,47.14893519
176,52.0125,89.6375,97,47.6,51.85185185,67.62037037
177,92.9625,75.575,98,60.3,62.96296296,77.96009259
178,54.8375,51.225,85,71.9,33.33333333,59.25916667
179,95.625,94.40625,27,53.8,85.18518519,71.20328704
180,68.7625,46.4125,76,19.7,29.62962963,48.10092593
181,74.7,66.3375,32,52.0,70.37037037,59.08157407
182,58.2,8.29375,91,28.0,88.88888889,54.87652778
183,31.9875,94.525,27,31.4,51.85185185,47.35287037
184,25.8125,16.85625,75,81.6,51.85185185,50.22412037
185,54.5625,6.7,73,65.4,22.22222222,44.37694444
186,60.9125,87.60625,39,83.3,55.55555556,65.27486111
187,79.275,28.93125,89,26.2,22.22222222,49.12569444
188,50.525,61.1875,78,89.9,14.81481481,58.88546296
189,68.0,56.44375,17,28.2,18.51851852,37.6324537
190,51.3125,35.7875,27,54.1,44.44444444,42.52888889
191,45.65,80.2,70,38.6,55.55555556,58.00111111
192,67.0125,52.35625,64,64.9,74.07407407,64.46856481
193,24.7875,41.325,37,19.3,11.11111111,26.70472222
194,61.4125,27.19375,85,69.5,44.44444444,57.51013889
195,66.4625,97.9875,52,16.7,55.55555556,57.74111111
196,76.9125,41.6375,33,44.8,44.44444444,48.15888889
197,42.4125,82.9125,67,79.0,14.81481481,57.22796296
198,67.7875,66.94375,76,94.4,25.92592593,66.21143519
199,95.1375,19.4625,26,90.4,70.37037037,60.27407407
200,89.85,11.05,11,83.7,55.55555556,50.23111111
201,17.9875,22.8,60,87.7,66.66666667,51.03083333
202,79.7375,10.29375,26,28.2,74.07407407,43.66106481
203,34.0875,9.3875,66,68.4,81.48148148,51.8712963
204,38.5125,23.91875,66,20.2,40.74074074,37.87439815
205,38.575,73.6375,36,39.5,77.77777778,53.09805556
206,34.525,59.45625,87,9.2,11.11111111,40.25847222
207,56.2875,28.3125,47,60.0,70.37037037,52.39407407
208,92.1625,90.26875,40,51.6,96.2962963,74.06550926
209,58.725,90.0125,52,63.8,85.18518519,69.94453704
210,24.0,81.8625,81,45.0,22.22222222,50.81694444
211,58.425,44.30625,36,47.8,37.03703704,44.71365741
212,87.35,99.2625,94,66.8,25.92592593,74.66768519
213,25.2875,69.00625,17,36.3,74.07407407,44.33356481
214,30.225,69.35625,34,45.9,62.96296296,48.48884259
215,15.1,88.3875,17,16.0,66.66666667,40.63083333
216,37.35,78.95,26,87.4,29.62962963,51.86592593
217,34.2,52.91875,49,75.9,62.96296296,54.99634259
218,46.0375,73.03125,17,25.0,59.25925926,44.06560185
219,80.1,40.05625,49,40.5,92.59259259,60.44976852
220,77.4875,77.85,24,94.6,85.18518519,71.82453704
221,92.9125,85.7875,26,94.9,25.92592593,65.10518519
222,27.8125,81.76875,100,53.4,22.22222222,57.04069444
223,75.975,35.1625,50,57.1,62.96296296,56.24009259
224,12.675,34.48125,96,10.9,59.25925926,42.66310185
225,81.3875,24.19375,42,59.0,44.44444444,50.20513889
226,74.6875,79.26875,86,82.5,48.14814815,74.12087963
227,47.6125,91.8,56,28.2,92.59259259,63.24101852
228,92.5375,79.99375,61,58.6,18.51851852,62.1299537
229,82.7375,46.36875,98,13.6,33.33333333,54.80791667
230,99.4125,52.71875,84,31.9,11.11111111,55.82847222
231,38.775,64.43125,19,80.8,92.59259259,59.11976852
232,89.125,32.675,37,91.5,81.48148148,66.3562963
233,13.5625,75.5125,48,13.6,48.14814815,39.76462963
234,54.7,92.86875,48,60.4,74.07407407,66.00856481
235,33.4875,61.775,63,28.9,18.51851852,41.1362037
236,64.8625,30.7125,89,80.7,85.18518519,70.09203704
237,24.2,14.23125,12,95.5,29.62962963,35.11217593
238,90.8875,24.8125,33,59.7,85.18518519,58.71703704
239,23.4875,28.26875,26,45.8,96.2962963,43.97050926
240,28.2125,65.175,91,62.3,77.77777778,64.89305556
241,98.3875,7.21875,28,19.3,62.96296296,43.17384259
242,66.925,51.825,100,66.6,70.37037037,71.14407407
243,65.7,24.7125,32,25.7,74.07407407,44.43731481
244,35.1,88.925,67,44.7,55.55555556,58.25611111
245,79.0,28.66875,26,11.3,51.85185185,39.36412037
246,98.6625,49.26875,91,91.2,44.44444444,74.91513889
247,42.6375,74.71875,19,21.6,59.25925926,43.44310185
248,99.7125,50.08125,23,48.9,70.37037037,58.41282407
249,45.2,64.34375,20,69.7,77.77777778,55.40430556
250,81.1,35.81875,21,33.8,29.62962963,40.26967593
251,80.575,41.4125,92,30.2,11.11111111,51.05972222
252,66.425,76.23125,36,89.9,22.22222222,58.15569444
253,44.5875,17.45,85,28.1,70.37037037,49.10157407
254,37.5375,47.05625,87,50.7,85.18518519,61.49578704
255,29.575,38.2125,84,18.6,33.33333333,40.74416667
256,17.4875,7.9625,21,82.7,77.77777778,41.38555556
257,21.7125,31.5375,56,29.4,11.11111111,29.95222222
258,21.3125,58.05625,62,94.5,59.25925926,59.02560185
259,37.975,57.8,52,38.4,29.62962963,43.16092593
260,52.575,38.14375,97,44.4,62.96296296,59.01634259
261,46.675,39.3,46,27.0,33.33333333,38.46166667
262,48.2875,84.65625,15,65.4,11.11111111,44.89097222
263,70.4125,90.89375,76,66.9,62.96296296,73.43384259
264,31.0875,51.325,17,67.0,92.59259259,51.80101852
265,43.7875,87.98125,44,13.8,37.03703704,45.32115741
266,35.0,80.29375,100,26.0,92.59259259,66.77726852
267,60.0875,11.1875,74,27.7,22.22222222,39.03944444
268,19.4125,50.15,57,28.5,14.81481481,33.97546296
269,36.95,74.5875,73,74.1,18.51851852,55.4312037
270,68.4875,45.1625,32,43.7,81.48148148,54.1662963
271,28.3625,75.775,19,54.1,44.44444444,44.33638889
272,71.5625,34.8875,55,89.9,33.33333333,56.93666667
273,78.8625,55.4,57,38.7,18.51851852,49.6962037
274,92.6375,58.24375,66,93.3,88.88888889,79.81402778
275,45.45,44.975,50,26.2,25.92592593,38.51018519
276,36.825,61.5375,74,28.0,25.92592593,45.25768519
277,35.1625,13.05,91,28.9,77.77777778,49.17805556
278,79.5125,84.575,66,34.3,29.62962963,58.80342593
279,66.2375,72.15625,60,29.4,29.62962963,51.48467593
280,35.725,14.88125,35,62.7,70.37037037,43.73532407
281,94.7125,50.64375,75,47.9,77.77777778,69.20680556
282,80.45,32.33125,68,86.0,92.59259259,71.87476852
283,45.6125,53.49375,98,97.4,22.22222222,63.34569444
284,25.2375,75.4,66,45.1,33.33333333,49.01416667
285,14.2875,93.3,61,21.7,96.2962963,57.31675926
286,28.9,89.575,85,10.3,100.0,62.755
287,63.175,7.28125,89,57.1,77.77777778,58.86680556
288,50.525,60.0625,30,27.1,33.33333333,40.20416667
289,30.7375,62.78125,86,94.3,37.03703704,62.17115741
290,18.4625,51.65,100,83.2,33.33333333,57.32916667
291,74.4625,23.725,15,75.0,51.85185185,48.00787037
292,32.1,36.55,94,1.8,22.22222222,37.33444444
293,65.9,6.2875,74,19.1,18.51851852,36.7612037
294,21.675,21.5625,81,31.9,18.51851852,34.9312037
295,16.0375,46.19375,20,43.4,92.59259259,43.64476852
296,77.6375,79.925,93,78.5,44.44444444,74.70138889
297,46.4375,23.35,66,74.0,22.22222222,46.40194444
298,25.65,78.4125,25,81.6,70.37037037,56.20657407
299,20.0625,70.76875,61,36.8,55.55555556,48.83736111
300,92.45,42.55,99,16.1,96.2962963,69.27925926
301,15.775,40.5,83,93.2,59.25925926,58.34685185
302,24.8125,65.98125,39,87.3,25.92592593,48.60393519
303,84.9125,65.85625,99,69.9,81.48148148,80.2300463
304,36.2625,95.43125,47,80.6,11.11111111,54.08097222
305,34.15,97.90625,31,54.9,40.74074074,51.73939815
306,42.425,31.45625,54,90.7,81.48148148,60.0125463
307,95.65,93.05,92,90.1,44.44444444,83.04888889
308,80.3375,91.8375,21,7.2,92.59259259,58.59351852
309,75.4625,27.4,33,47.8,85.18518519,53.76953704
310,26.3875,43.25625,71,20.4,92.59259259,50.72726852
311,69.65,13.08125,79,7.2,29.62962963,39.71217593
312,74.75,89.49375,54,14.4,29.62962963,52.45467593
313,74.0375,25.7375,99,17.8,59.25925926,55.16685185
314,65.8875,37.41875,73,74.8,51.85185185,60.59162037
315,73.4875,43.5625,51,13.0,29.62962963,42.13592593
316,43.3625,44.1125,68,69.5,66.66666667,58.32833333
317,92.125,48.5625,72,38.2,37.03703704,57.58490741
318,81.1125,30.13125,75,52.6,62.96296296,60.36134259
319,17.225,82.3375,81,93.6,62.96296296,67.42509259
320,17.5125,53.38125,80,20.6,88.88888889,52.07652778
321,42.6,47.725,46,15.7,92.59259259,48.92351852
322,48.7875,57.96875,54,74.3,66.66666667,60.34458333
323,90.6625,92.075,62,25.0,81.48148148,70.2437963
324,40.3625,34.7625,45,16.9,88.88888889,45.18277778
325,42.9125,16.1875,59,48.1,92.59259259,51.75851852
326,36.6125,85.8375,84,51.1,100.0,71.51
327,89.2875,66.8625,62,86.4,14.81481481,63.87296296
328,43.8125,59.7625,94,16.4,62.96296296,55.38759259
329,35.3125,60.05625,56,96.0,100.0,69.47375
330,82.675,65.15,60,43.6,48.14814815,59.91462963
331,66.4125,43.90625,48,23.8,88.88888889,54.20152778
332,31.35,33.21875,34,85.3,11.11111111,38.99597222
333,85.6,36.45625,52,49.3,44.44444444,53.56013889
334,84.2375,22.875,84,46.2,59.25925926,59.31435185
335,88.575,34.08125,38,84.6,18.51851852,52.7549537
336,24.7875,80.15625,75,92.4,48.14814815,64.09837963
337,33.95,21.29375,94,50.3,29.62962963,45.83467593
338,36.4375,64.10625,44,14.4,44.44444444,40.67763889
339,49.6875,91.0125,79,37.7,40.74074074,59.62814815
340,57.5,48.1625,47,16.4,29.62962963,39.73842593
341,36.2375,50.08125,19,59.4,22.22222222,37.38819444
342,68.0875,56.9625,78,88.4,44.44444444,67.17888889
343,31.9875,24.35,59,68.0,81.48148148,52.9637963
344,44.95,21.8125,60,23.8,37.03703704,37.51990741
345,37.5625,93.5625,70,88.4,40.74074074,66.05314815
346,37.4375,57.24375,20,59.0,85.18518519,51.77328704
347,28.375,94.45,60,22.5,70.37037037,55.13907407
348,51.575,26.5,24,17.5,11.11111111,26.13722222
349,18.7375,61.875,16,45.1,88.88888889,46.12027778
350,18.25,29.48125,84,5.8,92.59259259,46.02476852
351,36.05,64.76875,66,72.1,51.85185185,58.15412037
352,58.7875,70.46875,24,5.6,96.2962963,51.03050926
353,47.475,82.45625,55,75.0,74.07407407,66.80106481
354,17.7875,27.0375,68,27.1,25.92592593,33.17018519
355,49.825,51.775,59,64.3,40.74074074,53.12814815
356,49.275,19.94375,51,67.5,85.18518519,54.58078704
357,68.6125,76.8375,35,9.0,48.14814815,47.51962963
358,13.7125,18.94375,77,2.9,96.2962963,41.77050926
359,85.3875,41.58125,50,11.1,51.85185185,47.98412037
360,92.5125,32.825,10,97.1,77.77777778,62.04305556
361,40.9375,56.86875,46,19.4,33.33333333,39.30791667
362,64.7375,60.8,37,28.1,18.51851852,41.8312037
363,83.1125,26.675,15,83.0,55.55555556,52.66861111
364,31.625,65.85625,71,89.5,37.03703704,59.00365741
365,67.875,57.1625,79,89.9,66.66666667,72.12083333
366,24.0375,6.73125,74,68.3,51.85185185,44.98412037
367,17.4,89.7,17,81.0,85.18518519,58.05703704
368,27.8125,8.5125,81,24.3,48.14814815,37.95462963
369,81.7125,24.09375,32,38.7,48.14814815,44.93087963
370,77.2625,96.8,98,41.8,81.48148148,79.0687963
371,37.9,33.40625,60,91.7,66.66666667,57.93458333
372,43.55,38.1125,59,69.2,22.22222222,46.41694444
373,38.7875,48.99375,31,37.4,81.48148148,47.5325463
374,16.2125,30.73125,87,28.3,62.96296296,45.04134259
375,36.7125,94.9875,69,60.6,74.07407407,67.07481481
376,34.55,58.0875,91,20.6,70.37037037,54.92157407
377,38.0125,32.03125,56,75.5,81.48148148,56.6050463
378,20.25,61.94375,68,24.0,37.03703704,42.24615741
379,70.6375,48.9125,17,94.3,55.55555556,57.28111111
380,67.725,98.8,35,99.5,77.77777778,75.76055556
381,59.3125,8.28125,85,49.0,48.14814815,49.94837963
382,43.35,11.6,24,44.3,14.81481481,27.61296296
383,12.925,45.4125,83,26.5,59.25925926,45.41935185
384,63.2375,17.40625,12,64.7,48.14814815,41.09837963
385,89.5625,11.7875,14,8.6,11.11111111,27.01222222
386,57.7125,66.14375,39,39.2,55.55555556,51.52236111
387,20.325,13.0,18,32.5,66.66666667,30.09833333
388,37.025,14.69375,58,3.5,55.55555556,33.75486111
389,87.65,48.23125,89,99.3,48.14814815,74.46587963
390,98.375,49.175,44,34.2,100.0,65.15
391,21.3375,86.7875,73,91.7,18.51851852,58.2687037
392,71.025,9.45625,71,74.1,62.96296296,57.70884259
393,92.4,69.8375,12,80.4,62.96296296,63.52009259
394,82.225,42.55,17,57.2,77.77777778,55.35055556
395,28.025,34.825,18,36.4,33.33333333,30.11666667
396,22.7625,80.61875,93,82.1,70.37037037,69.77032407
397,75.425,64.35625,90,52.3,70.37037037,70.49032407
398,62.85,30.41875,82,51.2,55.55555556,56.40486111
399,40.7,14.69375,67,92.5,51.85185185,53.34912037
400,23.2375,13.24375,15,83.6,70.37037037,41.09032407
401,94.6125,73.28125,48,28.1,88.88888889,66.57652778
402,13.15,85.88125,92,11.4,29.62962963,46.41217593
403,33.2,44.1375,98,59.5,44.44444444,55.85638889
404,68.7875,72.48125,100,99.5,100.0,88.15375
405,19.4125,13.75625,40,67.9,55.55555556,39.32486111
406,84.5625,26.74375,67,53.0,22.22222222,50.70569444
407,31.9125,20.725,66,16.0,48.14814815,36.55712963
408,64.625,74.9125,68,91.4,11.11111111,62.00972222
409,51.0625,88.20625,75,94.3,81.48148148,78.0100463
410,77.1625,78.19375,91,97.9,62.96296296,81.44384259
411,49.7125,32.35625,73,69.4,70.37037037,58.96782407
412,26.0625,44.175,48,45.6,55.55555556,43.87861111
413,16.8,47.25,47,94.5,18.51851852,44.8137037
414,32.95,24.79375,12,20.3,88.88888889,35.78652778
415,19.7,49.08125,11,71.7,59.25925926,42.14810185
416,17.1125,12.2,63,72.9,77.77777778,48.59805556
417,79.3125,33.93125,92,73.7,44.44444444,64.67763889
418,79.875,47.38125,72,73.6,62.96296296,67.16384259
419,66.075,55.48125,27,84.0,37.03703704,53.91865741
420,28.3625,64.45,34,3.8,25.92592593,31.30768519
421,12.5875,83.0125,97,31.2,88.88888889,62.53777778
422,40.625,22.0625,52,67.7,62.96296296,49.07009259
423,35.0125,18.5375,91,28.4,14.81481481,37.55296296
424,48.7125,96.825,89,29.7,37.03703704,60.25490741
425,68.0875,85.9,17,76.2,59.25925926,61.28935185
426,33.9375,79.4875,11,64.7,14.81481481,40.78796296
427,95.9125,93.36875,28,45.4,33.33333333,59.20291667
428,99.6125,79.29375,22,62.5,40.74074074,60.82939815
429,42.4,14.74375,59,44.3,81.48148148,48.3850463
430,46.925,27.84375,90,50.4,88.88888889,60.81152778
431,74.7625,36.0375,60,67.4,40.74074074,55.78814815
432,18.125,29.55,57,17.6,88.88888889,42.23277778
433,38.9625,17.425,30,4.7,25.92592593,23.40268519
434,91.0375,20.01875,27,81.1,40.74074074,51.97939815
435,76.4,26.1875,20,15.7,48.14814815,37.28712963
436,51.5,7.01875,41,29.7,11.11111111,28.06597222
437,17.5375,71.41875,39,14.7,70.37037037,42.60532407
438,13.5125,46.38125,66,6.4,29.62962963,32.38467593
439,99.4625,99.1,66,18.0,51.85185185,66.88287037
440,53.5125,27.49375,29,70.2,100.0,56.04125
441,35.4625,7.16875,58,40.3,100.0,48.18625
442,92.1,88.3,60,20.0,48.14814815,61.70962963
443,15.5,77.43125,65,60.6,11.11111111,45.92847222
444,77.075,63.3125,12,21.5,96.2962963,54.03675926
445,66.85,75.9625,58,79.2,81.48148148,72.2987963
446,88.2125,41.20625,57,5.2,44.44444444,47.21263889
447,42.2125,12.46875,12,64.7,85.18518519,43.31328704
448,24.675,10.48125,93,97.2,77.77777778,60.62680556
449,16.025,93.825,86,48.6,92.59259259,67.40851852
450,18.0625,32.7875,74,31.0,33.33333333,37.83666667
451,80.9375,55.91875,81,40.2,66.66666667,64.94458333
452,23.2625,73.49375,52,85.5,74.07407407,61.66606481
453,23.8125,20.79375,25,48.7,37.03703704,31.06865741
454,79.7625,15.50625,53,45.2,70.37037037,52.76782407
455,46.7875,49.6375,95,6.2,88.88888889,57.30277778
456,63.275,60.1875,89,56.0,14.81481481,56.65546296
457,37.125,13.375,19,38.5,33.33333333,28.26666667
458,34.775,78.325,83,45.7,59.25925926,60.21185185
459,15.325,8.05625,85,19.0,11.11111111,27.69847222
460,71.5875,70.95625,52,90.8,29.62962963,62.99467593
461,23.5875,69.09375,48,16.1,51.85185185,41.72662037
462,96.025,84.18125,82,95.2,77.77777778,87.03680556
463,13.1,67.60625,56,78.8,62.96296296,55.69384259
464,54.4625,15.81875,55,55.6,85.18518519,53.21328704
465,45.05,19.25,80,18.6,55.55555556,43.69111111
466,54.4,57.6125,77,22.2,14.81481481,45.20546296
467,74.3,12.375,13,19.3,29.62962963,29.72092593
468,29.125,55.75,78,18.6,81.48148148,52.5912963
469,49.1875,15.925,27,67.7,11.11111111,34.18472222
470,91.3875,18.0875,76,52.1,62.96296296,60.10759259
471,56.925,87.61875,83,88.7,100.0,83.24875
472,57.15,76.29375,27,66.6,48.14814815,55.03837963
473,18.1375,36.59375,25,63.1,40.74074074,36.71439815
474,47.275,79.7875,97,90.7,92.59259259,81.47101852
475,28.2,79.49375,77,35.9,25.92592593,49.30393519
476,80.8625,37.475,59,51.4,14.81481481,48.71046296
477,45.7125,29.70625,96,32.3,29.62962963,46.66967593
