TaskID,Required_RAM,Required_Storage,Minimum_Trust_Factor,Max_Distance,Min_Transmission_Rate,Min_Eligibility
81,98.575,62.86875,51,51.5,96.2962963,72.04800926
82,95.3,63.175,22,9.1,25.92592593,43.10018519
83,83.525,38.51875,26,72.1,100.0,64.02875
84,92.25,61.1125,49,91.1,77.77777778,74.24805556
85,66.3125,8.51875,39,52.3,96.2962963,52.48550926
86,49.35,74.0625,25,95.2,22.22222222,53.16694444
87,65.5,10.925,48,12.9,66.66666667,40.79833333
88,65.1875,56.45625,64,85.7,77.77777778,69.82430556
89,97.375,58.15,72,75.0,70.37037037,74.57907407
90,93.7875,91.1375,56,51.8,37.03703704,65.95240741
91,36.2625,32.24375,54,5.5,59.25925926,37.45310185
92,32.2125,40.36875,60,3.2,77.77777778,42.71180556
93,31.2125,9.075,92,92.7,59.25925926,56.84935185
94,13.85,63.59375,28,64.7,11.11111111,36.25097222
95,29.3625,49.38125,40,71.1,77.77777778,53.52430556
96,23.5125,47.53125,45,50.2,11.11111111,35.47097222
97,77.1125,97.275,52,19.2,22.22222222,53.56194444
98,35.5125,84.40625,28,48.8,62.96296296,51.93634259
99,79.8,24.8875,13,54.6,33.33333333,41.12416667
100,59.125,64.5875,68,82.0,18.51851852,58.4462037
101,21.825,44.1375,56,79.5,96.2962963,59.55175926
102,16.8125,16.46875,74,82.4,96.2962963,57.19550926
103,67.7125,58.56875,17,27.3,70.37037037,48.19032407
104,18.8625,37.6,43,63.6,18.51851852,36.3162037
105,21.3375,86.7875,73,91.7,18.51851852,58.2687037
106,36.2625,66.3,35,70.8,88.88888889,59.45027778
107,17.8625,49.15,86,34.2,81.48148148,53.7387963
108,17.1875,10.19375,49,55.2,70.37037037,40.39032407
109,15.75,76.31875,90,69.3,59.25925926,62.12560185
110,46.4625,74.74375,25,81.3,11.11111111,47.72347222
111,84.85,35.9375,88,39.3,25.92592593,54.80268519
112,97.1625,12.9625,67,45.8,100.0,64.585
113,79.7125,91.425,80,31.8,18.51851852,60.2912037
114,68.4625,66.75,37,81.0,59.25925926,62.49435185
115,82.0875,17.46875,89,30.2,88.88888889,61.52902778
116,98.3875,7.21875,28,19.3,62.96296296,43.17384259
117,79.3125,33.93125,92,73.7,44.44444444,64.67763889
118,32.2875,96.625,48,10.0,44.44444444,46.27138889
119,48.8125,47.60625,12,59.6,37.03703704,41.01115741
120,96.0125,33.6,42,53.1,11.11111111,47.16472222
121,31.3875,75.4,89,38.7,66.66666667,60.23083333
122,89.5625,11.7875,14,8.6,11.11111111,27.01222222
123,32.1875,21.8,80,56.5,48.14814815,47.72712963
124,57.1125,21.6,48,84.6,81.48148148,58.5587963
125,33.15,23.9125,87,24.4,37.03703704,41.09990741
126,56.7125,85.05625,30,31.6,77.77777778,56.22930556
127,21.3,68.20625,98,7.2,81.48148148,55.2375463
128,76.1625,38.13125,94,26.4,33.33333333,53.60541667
129,80.6375,55.40625,89,86.3,18.51851852,65.9724537
130,15.5,67.825,47,61.5,85.18518519,55.40203704
131,59.825,70.8625,22,86.2,29.62962963,53.70342593
132,93.8,28.86875,60,96.7,59.25925926,67.72560185
133,30.5375,33.25625,54,55.9,62.96296296,47.33134259
134,51.3,87.3875,60,30.5,22.22222222,50.28194444
135,26.45,54.66875,30,34.3,18.51851852,32.7874537
136,69.7875,49.2,54,29.8,37.03703704,47.96490741
137,23.825,64.35,99,67.9,88.88888889,68.79277778
138,28.3625,75.775,19,54.1,44.44444444,44.33638889
139,15.75,91.60625,45,28.3,92.59259259,54.64976852
140,79.2125,77.4625,99,70.7,66.66666667,78.60833333
141,90.2,52.05,34,38.7,11.11111111,45.21222222
142,91.0125,28.6625,100,97.7,59.25925926,75.32685185
143,45.6625,90.0,50,5.4,29.62962963,44.13842593
144,92.95,6.5875,37,9.0,55.55555556,40.21861111
145,84.85,96.55625,46,54.9,40.74074074,64.60939815
146,96.2,50.075,72,47.1,29.62962963,59.00092593
147,97.9,50.125,100,16.0,37.03703704,60.21240741
148,12.5875,82.2375,70,20.6,37.03703704,44.49240741
149,54.8125,49.45,48,56.5,96.2962963,61.01175926
150,38.9625,77.8125,34,37.1,37.03703704,44.98240741
151,97.05,20.06875,64,28.2,62.96296296,54.45634259
152,47.9,81.84375,21,94.7,29.62962963,55.01467593
153,80.55,99.41875,34,27.6,59.25925926,60.16560185
154,18.875,65.025,56,96.0,100.0,67.18
155,28.3625,64.45,34,3.8,25.92592593,31.30768519
156,46.1125,43.025,82,89.9,81.48148148,68.5037963
157,60.8375,58.1125,66,76.0,62.96296296,64.78259259
158,59.2875,6.8375,33,82.4,70.37037037,50.37907407
159,51.05,33.93125,64,4.7,25.92592593,35.92143519
160,33.9625,58.3875,45,7.3,22.22222222,33.37444444
161,78.0625,44.83125,100,14.9,11.11111111,49.78097222
162,30.95,47.29375,51,25.6,100.0,50.96875
163,95.1625,78.95,10,97.7,51.85185185,66.73287037
164,83.325,97.53125,66,79.1,85.18518519,82.22828704
165,21.0375,50.96875,29,91.9,88.88888889,56.35902778
166,47.625,23.5375,55,74.1,62.96296296,52.64509259
167,17.9875,94.35625,65,37.0,81.48148148,59.1650463
168,85.3375,74.5875,28,30.4,11.11111111,45.88722222
169,71.2125,99.575,51,45.3,70.37037037,67.49157407
170,21.6,39.625,38,26.2,100.0,45.085
171,69.5875,49.65625,43,54.9,51.85185185,53.79912037
172,89.9375,29.3,20,12.0,37.03703704,37.65490741
173,81.875,50.88125,85,92.0,66.66666667,75.28458333
174,35.7375,85.24375,54,17.1,51.85185185,48.78662037
175,49.1375,73.8,83,37.2,62.96296296,61.22009259
176,74.8625,96.50625,81,94.2,62.96296296,81.90634259
177,76.625,47.825,42,68.2,85.18518519,63.96703704
178,77.6625,7.56875,58,14.8,48.14814815,41.23587963
179,17.775,55.48125,63,5.6,62.96296296,40.96384259
180,91.85,29.0625,67,32.6,51.85185185,54.47287037
181,84.7625,12.13125,10,48.5,18.51851852,34.7824537
182,52.9875,52.48125,43,44.5,40.74074074,46.74189815
183,74.0,72.31875,84,20.0,37.03703704,57.47115741
184,95.775,30.7375,44,39.3,29.62962963,47.88842593
185,27.1375,81.7375,97,91.7,88.88888889,77.29277778
186,12.5375,39.29375,97,78.0,70.37037037,59.44032407
187,16.1125,82.19375,29,92.4,96.2962963,63.20050926
188,68.2875,20.9625,82,39.5,48.14814815,51.77962963
189,55.2,45.3375,97,66.2,85.18518519,69.78453704
190,75.075,81.6,39,64.1,18.51851852,55.6587037
191,78.8625,26.19375,62,94.1,29.62962963,58.15717593
192,79.35,85.13125,100,37.2,88.88888889,78.11402778
193,27.45,67.3375,28,26.3,51.85185185,40.18787037
194,35.8,44.6125,65,79.4,11.11111111,47.18472222
195,48.1625,52.9,44,74.7,55.55555556,55.06361111
196,61.2125,28.79375,51,68.0,51.85185185,52.17162037
197,21.85,61.9125,34,2.9,100.0,44.1325
198,97.5,76.7875,28,58.4,55.55555556,63.24861111
199,40.2625,74.40625,21,38.0,29.62962963,40.65967593
200,92.9625,62.8125,73,51.4,74.07407407,70.84981481
