TaskID,Required_RAM,Required_Storage,Minimum_Trust_Factor,Max_Distance,Min_Transmission_Rate,Min_Eligibility
82,51.825,58.1875,89,55.8,100.0,70.9625
83,29.9,69.8375,45,15.0,85.18518519,48.98453704
84,76.9875,78.89375,65,3.5,70.37037037,58.95032407
85,61.9875,96.025,56,7.9,51.85185185,54.75287037
86,68.0625,93.3,72,5.3,77.77777778,63.28805556
87,20.4125,21.73125,51,12.7,70.37037037,35.24282407
88,61.425,7.975,54,80.0,92.59259259,59.19851852
89,26.2,60.8125,30,76.2,29.62962963,44.56842593
90,96.7375,9.425,81,46.7,25.92592593,51.95768519
91,85.1,39.4875,69,32.5,37.03703704,52.62490741
92,24.3125,42.65625,12,78.0,29.62962963,37.31967593
93,61.2625,97.26875,44,98.1,44.44444444,69.01513889
94,83.3,98.2125,43,40.7,55.55555556,64.15361111
95,78.625,15.925,46,28.2,70.37037037,47.82407407
96,30.9375,65.69375,96,35.5,14.81481481,48.58921296
97,52.475,56.04375,73,48.9,92.59259259,64.60226852
98,74.7875,54.53125,58,67.0,85.18518519,67.90078704
99,25.5875,56.525,69,95.0,48.14814815,58.85212963
100,13.525,14.85625,65,23.8,37.03703704,30.84365741
101,37.35,74.53125,29,74.0,11.11111111,45.19847222
102,56.5125,79.3125,63,84.7,100.0,76.705
103,19.325,48.525,66,98.9,66.66666667,59.88333333
104,79.3375,85.60625,97,86.0,25.92592593,74.77393519
105,82.05,58.34375,74,46.9,59.25925926,64.11060185
106,65.55,17.8875,89,40.5,48.14814815,52.21712963
107,45.2375,19.04375,19,77.5,59.25925926,44.00810185
108,33.275,74.59375,92,50.6,96.2962963,69.35300926
109,74.5,60.85625,26,41.2,74.07407407,55.32606481
110,92.8,12.94375,29,57.3,51.85185185,48.77912037
111,90.0,22.3625,65,12.1,18.51851852,41.5962037
112,39.45,53.975,46,40.2,40.74074074,44.07314815
113,26.8,23.3125,49,90.3,70.37037037,51.95657407
114,83.975,60.48125,80,65.3,92.59259259,76.46976852
115,30.0125,14.3125,37,67.5,44.44444444,38.65388889
116,90.5,97.775,19,80.4,55.55555556,68.64611111
117,41.875,37.9125,23,90.9,74.07407407,53.55231481
118,94.85,64.35625,37,11.9,14.81481481,44.58421296
119,85.8875,57.68125,93,15.2,92.59259259,68.87226852
120,20.025,35.90625,73,24.7,11.11111111,32.94847222
121,80.85,85.10625,65,88.5,88.88888889,81.66902778
122,39.35,19.8,21,62.4,44.44444444,37.39888889
123,76.65,80.425,18,60.1,51.85185185,57.40537037
124,93.175,98.6125,63,4.5,11.11111111,54.07972222
125,47.775,80.33125,52,36.6,51.85185185,53.71162037
126,89.125,32.675,37,91.5,81.48148148,66.3562963
127,21.825,66.38125,15,4.2,59.25925926,33.33310185
128,20.55,30.2,89,46.2,100.0,57.19
129,76.5125,31.10625,99,11.4,14.81481481,46.56671296
130,60.55,20.46875,25,97.1,74.07407407,55.43856481
131,46.1625,80.23125,68,44.5,74.07407407,62.59356481
132,54.475,75.45,100,82.5,18.51851852,66.1887037
133,44.0,27.80625,93,85.7,37.03703704,57.50865741
134,68.4875,45.1625,32,43.7,81.48148148,54.1662963
135,46.3875,63.65625,83,90.2,74.07407407,71.46356481
136,38.4875,92.6,98,97.1,70.37037037,79.31157407
137,26.075,33.56875,92,21.1,100.0,54.54875
138,90.4875,10.8,26,24.4,25.92592593,35.52268519
139,20.55,59.79375,34,42.6,81.48148148,47.6850463
140,15.8625,35.4375,10,51.9,44.44444444,31.52888889
141,50.9875,89.88125,89,20.8,48.14814815,59.76337963
142,51.25,11.9125,13,45.9,48.14814815,34.04212963
143,26.45,54.66875,30,34.3,18.51851852,32.7874537
144,69.275,46.85,94,75.3,88.88888889,74.86277778
145,61.0625,25.24375,81,41.5,88.88888889,59.53902778
146,16.5,43.025,18,74.2,11.11111111,32.56722222
147,66.9875,61.10625,63,85.4,74.07407407,70.11356481
148,85.625,55.5,24,54.9,77.77777778,59.56055556
149,65.0625,38.15625,52,86.4,88.88888889,66.10152778
150,87.6,13.84375,59,8.1,70.37037037,47.78282407
151,58.125,8.0375,29,58.0,92.59259259,49.15101852
152,13.6,49.875,22,30.5,59.25925926,35.04685185
153,63.825,14.71875,91,37.7,48.14814815,51.07837963
154,19.7375,84.40625,10,76.0,51.85185185,48.39912037
155,34.4125,9.28125,32,6.1,85.18518519,33.39578704
156,64.25,91.54375,65,41.4,66.66666667,65.77208333
157,31.8375,29.14375,53,78.3,81.48148148,54.7525463
158,15.775,40.5,83,93.2,59.25925926,58.34685185
159,90.5,10.2625,32,14.0,51.85185185,39.72287037
160,97.55,84.98125,54,23.5,25.92592593,57.19143519
161,80.35,60.1,52,39.1,55.55555556,57.42111111
162,25.7125,39.36875,41,72.1,25.92592593,40.82143519
163,61.4875,60.3625,23,47.4,29.62962963,44.37592593
164,35.8625,86.13125,53,38.5,33.33333333,49.36541667
165,40.025,39.53125,80,59.6,33.33333333,50.49791667
166,25.275,28.55625,55,56.6,88.88888889,50.86402778
167,21.2375,75.575,62,59.7,25.92592593,48.88768519
168,61.8875,58.625,26,65.1,100.0,62.3225
169,83.1375,67.93125,42,4.3,29.62962963,45.39967593
170,57.2625,74.49375,91,87.9,33.33333333,68.79791667
171,55.4625,16.58125,59,82.0,66.66666667,55.94208333
172,32.925,42.66875,29,9.7,18.51851852,26.5624537
173,21.5,60.15,36,72.0,77.77777778,53.48555556
174,38.2125,75.39375,31,31.6,29.62962963,41.16717593
175,30.15,89.65625,14,58.4,44.44444444,47.33013889
176,88.35,22.20625,87,97.5,74.07407407,73.82606481
177,59.4875,45.61875,12,25.8,77.77777778,44.13680556
178,27.1375,81.7375,97,91.7,88.88888889,77.29277778
179,90.7375,57.2875,82,61.0,18.51851852,61.9087037
180,97.2125,25.75,71,8.1,44.44444444,49.30138889
181,69.825,51.825,24,69.6,85.18518519,60.08703704
182,92.9625,62.8125,73,51.4,74.07407407,70.84981481
183,34.75,52.4125,45,57.5,48.14814815,47.56212963
184,94.85,29.46875,55,96.6,48.14814815,64.81337963
185,89.4,40.1625,18,94.4,18.51851852,52.0962037
186,76.1625,15.625,45,14.9,25.92592593,35.52268519
187,92.9125,9.06875,47,98.1,22.22222222,53.86069444
188,17.775,55.48125,63,5.6,62.96296296,40.96384259
189,16.0625,78.55625,36,70.3,51.85185185,50.55412037
190,88.0875,14.66875,45,90.0,55.55555556,58.66236111
191,95.775,30.7375,44,39.3,29.62962963,47.88842593
192,48.8625,71.90625,41,82.9,81.48148148,65.2300463
193,75.15,12.11875,74,68.9,66.66666667,59.36708333
194,51.6,76.51875,24,69.7,88.88888889,62.14152778
195,78.85,61.38125,10,18.0,37.03703704,41.05365741
196,13.05,80.0625,93,17.1,66.66666667,53.97583333
197,38.7,67.3875,44,72.1,88.88888889,62.21527778
198,13.375,31.8875,94,56.2,51.85185185,49.46287037
199,62.9625,14.3125,18,1.8,18.51851852,23.1187037
200,87.6375,79.95,53,91.7,22.22222222,66.90194444
