Vehicle ,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
153,92.9125,97.375,13,53,37.03703704,58.66490741
154,19.3625,49.10625,45,91.2,29.62962963,46.85967593
155,96.2625,28.4125,24,87.4,48.14814815,56.84462963
156,53.35,12.88125,74,49.6,25.92592593,43.15143519
157,70.2625,24.925,81,39.5,100,63.1375
158,28.2125,65.175,91,62.3,77.77777778,64.89305556
159,14.5875,51.15625,39,81,22.22222222,41.59319444
160,58.3125,62.03125,62,39.4,48.14814815,53.97837963
161,96.65,7.21875,64,10.1,70.37037037,49.66782407
162,38.9875,95.35625,88,53.5,88.88888889,72.94652778
163,28.125,16.00625,38,58.7,18.51851852,31.8699537
164,90.7125,68.30625,68,87,40.74074074,70.95189815
165,87.0875,50.8,89,58.1,85.18518519,74.03453704
166,52.6125,33.25,79,67.9,18.51851852,50.2562037
167,53,45.6375,91,29.7,37.03703704,51.27490741
168,98.7125,26.1375,17,15.2,74.07407407,46.22481481
169,40.1375,43.325,94,66.6,62.96296296,61.40509259
170,75.1625,34.8625,27,27.5,66.66666667,46.23833333
171,20.75,77.925,100,28.8,51.85185185,55.86537037
172,97.3625,41.55,81,3.3,100,64.6425
173,32.4125,16.325,66,3.7,40.74074074,31.83564815
174,15.5875,11.74375,65,30.4,22.22222222,28.99069444
175,47.825,70.6125,64,80.5,70.37037037,66.66157407
176,59.3125,8.28125,85,49,48.14814815,49.94837963
177,28.6,75.3875,76,43.1,85.18518519,61.65453704
178,16.2125,30.73125,87,28.3,62.96296296,45.04134259
179,83.075,92.125,25,26.5,18.51851852,49.0437037
180,53.1,48.30625,43,92.3,59.25925926,59.19310185
181,96.3,51,40,1.8,22.22222222,42.26444444
182,33.1125,99.73125,27,5.3,66.66666667,46.36208333
183,99.6375,15.0875,79,76.7,77.77777778,69.64055556
184,82.6875,25.9625,99,2,33.33333333,48.59666667
185,96.4125,92.7875,52,9.3,37.03703704,57.50740741
186,29.85,97.30625,20,87.6,100,66.95125
187,65.6125,55.20625,51,40.8,92.59259259,61.04226852
188,73.95,46.5875,46,15.1,18.51851852,40.0312037
189,79.5125,46.4875,83,73.5,48.14814815,66.12962963
190,68.725,36.44375,83,19.8,96.2962963,60.85300926
191,32.8875,32.8875,31,80.8,66.66666667,48.84833333
192,63.4,69.93125,88,52.2,37.03703704,62.11365741
193,61.1625,75.25,65,95,59.25925926,71.13435185
194,70.475,18.6125,28,37.7,51.85185185,41.32787037
195,52.125,85.85625,32,18.2,88.88888889,55.41402778
196,36.6,66.75625,70,40.2,96.2962963,61.97050926
197,88.7125,28.5375,93,36.5,14.81481481,52.31296296
198,92.2875,66.175,90,42.1,29.62962963,64.03842593
199,74.8,29.93125,85,79,59.25925926,65.59810185
200,94.9125,32.16875,54,61.2,66.66666667,61.78958333
201,64.675,10.63125,97,92.1,66.66666667,66.21458333
202,82.0625,53.75,40,37,11.11111111,44.78472222
203,16.275,61.03125,30,71.9,11.11111111,38.06347222
204,71.5875,70.95625,52,90.8,29.62962963,62.99467593
205,36.1875,31.4875,99,78.8,25.92592593,54.28018519
206,54.4375,56.2625,86,98.3,96.2962963,78.25925926
207,60.0125,24.39375,29,8.1,70.37037037,38.37532407
208,30.75,43.7875,61,44.8,92.59259259,54.58601852
209,28.0875,63.96875,58,70.3,44.44444444,52.96013889
210,27.575,91.94375,24,83.7,55.55555556,56.55486111
211,77.85,81.725,73,56.3,70.37037037,71.84907407
212,19.6125,58.09375,75,85.4,37.03703704,55.02865741
213,63.1,73.79375,64,48.5,77.77777778,65.43430556
214,47.9375,51.3125,84,8.3,62.96296296,50.90259259
215,96.55,15.175,30,93.4,44.44444444,55.91388889
216,42.05,70.21875,85,60.6,81.48148148,67.8700463
217,24.3,68.725,100,64.8,51.85185185,61.93537037
218,42.6375,23.41875,78,18.9,96.2962963,51.85050926
219,47.175,98.7125,74,38.8,18.51851852,55.4412037
220,23.1375,59.56875,48,67.5,66.66666667,52.97458333
221,85.8,47.16875,13,36.7,88.88888889,54.31152778
222,79.8,43.34375,14,7.5,11.11111111,31.15097222
223,52.05,58.325,56,79.9,100,69.255
224,61.475,27.2125,58,90.5,70.37037037,61.51157407
225,26.525,73.64375,72,43.2,59.25925926,54.92560185
226,83.625,99.925,29,65.8,33.33333333,62.33666667
227,58.275,51.23125,96,50.2,85.18518519,68.17828704
228,51.05,33.93125,64,4.7,25.92592593,35.92143519
229,45.525,9.80625,59,72.9,51.85185185,47.81662037
230,68.3625,76.21875,33,38.6,74.07407407,58.05106481
231,87.35,99.2625,94,66.8,25.92592593,74.66768519
232,20.2375,51.21875,91,47.8,74.07407407,56.86606481
233,78.1625,90.00625,96,89.1,100,90.65375
234,28.3625,75.775,19,54.1,44.44444444,44.33638889
235,44.2,12.74375,27,98.3,29.62962963,42.37467593
236,89.6625,9.9625,24,29.8,100,50.685
237,27.175,80.05,38,63,37.03703704,49.05240741
238,57.375,6.29375,85,50.8,92.59259259,58.41226852
239,61.75,58.21875,66,38.8,48.14814815,54.58337963
240,55.45,20.96875,68,5.1,44.44444444,38.79263889
241,50.6,44.39375,95,20,51.85185185,52.36912037
242,95.05,94.0125,40,74.4,92.59259259,79.21101852
243,86.9,55.0875,62,68.3,44.44444444,63.34638889
244,37.2875,97.0875,66,44.1,33.33333333,55.56166667
245,72.6,18.1875,20,78.5,66.66666667,51.19083333
246,63.7625,80.6625,75,20.2,88.88888889,65.70277778
247,93.4875,30.575,84,62.2,100,74.0525
248,77.1625,60.49375,70,36.1,85.18518519,65.78828704
249,99.75,81.21875,99,31,81.48148148,78.4900463
250,74.275,99.40625,25,63.5,55.55555556,63.54736111
251,59.85,36.70625,84,14.8,96.2962963,58.33050926
252,25.7375,66.2125,59,34.9,48.14814815,46.79962963
253,41.8125,71.09375,19,29.9,44.44444444,41.25013889
254,70.7125,23.4875,94,76.7,40.74074074,61.12814815
255,46.1625,80.23125,68,44.5,74.07407407,62.59356481
256,54.6375,41.8625,93,34.6,51.85185185,55.19037037
257,28.25,17.4,99,82.2,92.59259259,63.88851852
258,89.2125,66.88125,60,86.6,100,80.53875
259,12.8375,75.7375,12,55.5,92.59259259,49.73351852
260,79.2125,77.4625,99,70.7,66.66666667,78.60833333
261,20.1,61.44375,24,63.9,18.51851852,37.5924537
262,83.875,84.7375,87,10.8,51.85185185,63.65287037
263,83.175,86.15625,82,35.6,66.66666667,70.71958333
264,71.3625,56.6875,32,93.7,66.66666667,64.08333333
265,53.9375,13.95625,74,92.1,18.51851852,50.5024537
266,62.8375,91.38125,12,91.9,40.74074074,59.77189815
267,72.2125,84.00625,12,39.5,51.85185185,51.91412037
268,58.1125,54.90625,31,15.9,81.48148148,48.2800463
269,68.4125,30.1,80,82.2,88.88888889,69.92027778
270,32.4125,7.825,28,96.2,70.37037037,46.96157407
271,31.2375,79.3,12,18.8,44.44444444,37.15638889
272,97.9875,66.5375,88,99.2,100,90.345
273,23.9625,98.69375,54,20,70.37037037,53.40532407
274,53.775,84.325,12,15.8,33.33333333,39.84666667
275,85.6,36.45625,52,49.3,44.44444444,53.56013889
276,66.2,90.19375,83,87.9,33.33333333,72.12541667
277,40.9125,30.95625,30,33.2,51.85185185,37.38412037
278,86.9375,93.79375,52,35.2,96.2962963,72.84550926
279,99.2375,65.175,90,43.7,100,79.6225
280,43.5875,63.08125,34,99.8,66.66666667,61.42708333
281,41.3125,17.35625,68,2.1,100,45.75375
282,19.35,51.08125,56,25.5,51.85185185,40.75662037
283,78.9125,13.01875,90,69.8,66.66666667,63.67958333
284,39.3125,35.25625,71,92.6,96.2962963,66.89300926
285,93.0125,92.59375,20,97.1,44.44444444,69.43013889
286,84.4875,9.53125,84,83.8,11.11111111,54.58597222
287,65.075,21.4875,93,68.2,85.18518519,66.58953704
288,12.925,45.4125,83,26.5,59.25925926,45.41935185
289,13.3125,92.7625,55,20.8,11.11111111,38.59722222
290,68.55,16.43125,15,33.4,85.18518519,43.71328704
291,79.7625,15.50625,53,45.2,70.37037037,52.76782407
292,96.725,52.00625,26,39.5,40.74074074,50.99439815
293,49.9375,9.55,92,25.3,81.48148148,51.6537963
294,43.2625,65.1,13,53.6,33.33333333,41.65916667
295,35.725,68.675,56,54.3,70.37037037,57.01407407
296,29.725,68.325,62,18.5,51.85185185,46.08037037
297,87.7125,81.33125,62,7.4,11.11111111,49.91097222
298,53.95,68.1,41,74.9,100,67.59
299,18.7375,61.875,16,45.1,88.88888889,46.12027778
300,19.6125,47.3875,72,85.5,85.18518519,61.93703704
301,94.7125,52.3,39,23.9,40.74074074,50.13064815
302,87.9,73.625,88,18,14.81481481,56.46796296
303,38.5375,16.275,26,58.4,18.51851852,31.5462037
304,49.5,27.26875,48,11.1,77.77777778,42.72930556
305,35.6125,63.3,28,12.2,44.44444444,36.71138889
306,17.1,86.8,63,91.7,55.55555556,62.83111111
307,41.55,44.775,28,43.1,88.88888889,49.26277778
308,69.325,99.4125,24,21.6,81.48148148,59.1637963
309,46.925,27.84375,90,50.4,88.88888889,60.81152778
310,36.375,87.03125,72,87.9,22.22222222,61.10569444
311,68.125,94.30625,89,47.6,11.11111111,62.02847222
312,72.275,86.53125,89,94.9,62.96296296,81.13384259
313,59.1,36.05625,24,87.8,85.18518519,58.42828704
314,28.2625,44.2375,53,80.6,44.44444444,50.10888889
315,33.675,43.10625,86,88.2,40.74074074,58.34439815
316,21.7125,31.5375,56,29.4,11.11111111,29.95222222
317,73.5375,78.2375,62,29.2,40.74074074,56.74314815
318,67.6625,74.5375,23,35.9,33.33333333,46.88666667
319,73.6875,10.55625,11,71.3,25.92592593,38.49393519
320,86.4125,77.80625,100,2.8,18.51851852,57.1074537
321,100,61.0875,52,38.7,44.44444444,59.24638889
322,51.8875,84.40625,35,24.5,44.44444444,48.04763889
323,95.9125,93.36875,28,45.4,33.33333333,59.20291667
324,59.25,21.31875,72,65.5,48.14814815,53.24337963
325,28.4875,94.4,31,34.3,96.2962963,56.89675926
326,67.5375,30.64375,84,39,11.11111111,46.45847222
327,17.8625,36.55625,40,90.4,37.03703704,44.37115741
328,31.25,80.3625,44,80.9,44.44444444,56.19138889
329,39.175,11.08125,42,25.7,48.14814815,33.22087963
330,79.075,73.69375,46,46.9,81.48148148,65.4300463
331,55.85,62.05,79,72.1,74.07407407,68.61481481
332,26.5875,97.19375,56,6.6,74.07407407,52.09106481
333,77.6125,30.525,86,84.2,29.62962963,61.59342593
334,25.6625,6.63125,21,40.3,37.03703704,26.12615741
335,46.1125,43.025,82,89.9,81.48148148,68.5037963
336,19.6,86.45,46,94.5,22.22222222,53.75444444
337,12.525,77.525,38,8.4,37.03703704,34.69740741
338,52.4625,92.20625,57,66.3,70.37037037,67.66782407
339,99.2875,82.08125,29,40.8,66.66666667,63.56708333
340,74.0375,62.40625,70,25.2,22.22222222,50.77319444
341,93.025,51.65,80,14.7,44.44444444,56.76388889
342,31.725,30.38125,80,95.9,62.96296296,60.19384259
343,23.175,58.0625,87,27.8,88.88888889,56.98527778
344,49.9375,32.69375,30,67.4,40.74074074,44.15439815
345,86.0875,27.39375,70,18.9,74.07407407,55.29106481
346,48.3375,14.9625,24,95.5,92.59259259,55.07851852
347,56.1,57.04375,78,26.3,14.81481481,46.45171296
348,52.9875,96.29375,51,30.9,74.07407407,61.05106481
349,99,94.45,66,34.6,70.37037037,72.88407407
350,16.225,49.975,17,30.8,74.07407407,37.61481481
351,47.4875,47.64375,95,52.8,77.77777778,64.14180556
352,14.8875,57.28125,51,59,18.51851852,40.1374537
353,33.975,27.14375,74,75.7,14.81481481,45.12671296
354,38.55,64.2875,51,92.7,29.62962963,55.23342593
355,47.6125,91.8,56,28.2,92.59259259,63.24101852
356,82.9625,45.6125,98,28.3,37.03703704,58.38240741
357,26.875,44.45,77,44.5,25.92592593,43.75018519
358,57.0625,61.675,94,80,11.11111111,60.76972222
359,81.7875,66.6875,66,17,100,66.295
360,44.8375,45.1125,38,62.2,74.07407407,52.84481481
361,23.925,51.6125,27,47.1,92.59259259,48.44601852
362,62.425,50.61875,14,22.9,40.74074074,38.13689815
363,85.8125,94.96875,13,23.7,25.92592593,48.68143519
364,63.0625,55.45625,35,14.1,33.33333333,40.19041667
365,13.7,12.50625,15,87.2,74.07407407,40.49606481
366,94.6,97.55625,58,49,81.48148148,76.1275463
367,69.275,87.00625,29,96.9,25.92592593,61.62143519
368,72.1375,43.7,12,14.4,85.18518519,45.48453704
369,97.075,14.51875,26,85.8,40.74074074,52.82689815
370,65.475,41.025,56,30.8,88.88888889,56.43777778
371,19.125,22.69375,21,28.5,51.85185185,28.63412037
372,83.875,61.0375,88,31.1,85.18518519,69.83953704
373,39.4125,62.2875,37,29.4,66.66666667,46.95333333
374,74.4,40.2375,12,35.7,18.51851852,36.1712037
375,77.6375,88.65625,50,66.4,96.2962963,75.79800926
376,50.275,68.66875,74,85.8,55.55555556,66.85986111
377,92.9625,75.575,98,60.3,62.96296296,77.96009259
378,42.3875,36.55,49,78,62.96296296,53.78009259
379,48.7125,23.75,53,85.3,77.77777778,57.70805556
380,64.675,39.39375,36,37.1,55.55555556,46.54486111
381,81.5125,28.79375,96,56.3,25.92592593,57.70643519
382,13.1125,71.30625,81,74.5,22.22222222,52.42819444
383,99.65,14.3125,47,81.3,81.48148148,64.7487963
384,29.675,47.39375,43,32,96.2962963,49.67300926
385,69.4625,39.95,86,36.8,77.77777778,61.99805556
386,30.725,21.0125,43,35.8,18.51851852,29.8112037
387,86.9125,44.48125,34,39.8,18.51851852,44.7424537
388,24.7875,80.15625,75,92.4,48.14814815,64.09837963
389,42.3875,99.2875,44,99.4,51.85185185,67.38537037
390,22.5875,34.3125,88,39.3,14.81481481,39.80296296
391,76.45,49.4125,62,75.6,14.81481481,55.65546296
392,14.1125,35.9125,44,94.6,88.88888889,55.50277778
393,99.7375,30.61875,15,68.2,88.88888889,60.48902778
394,12.7875,67.65,89,9.6,48.14814815,45.43712963
395,60.2,74.25,18,22.4,88.88888889,52.74777778
396,95.525,99.8375,54,97.9,100,89.4525
397,33.6375,45.75625,95,17,40.74074074,46.42689815
398,55.175,56.6375,90,76.3,74.07407407,70.43731481
399,80.7625,13.7625,60,60.3,96.2962963,62.22425926
400,41.1375,49.725,28,94.1,37.03703704,49.99990741
401,84.7125,57.80625,90,20.4,88.88888889,68.36152778
402,31.6,95.725,24,45.4,25.92592593,44.53018519
403,71.9875,81.74375,16,86.8,74.07407407,66.12106481
404,79.7125,91.425,80,31.8,18.51851852,60.2912037
405,63.8125,75.3875,34,19.2,18.51851852,42.1837037
406,85.2125,80.59375,60,55.4,96.2962963,75.50050926
407,18.8625,37.6,43,63.6,18.51851852,36.3162037
408,61.8625,96.3875,79,83.5,25.92592593,69.33518519
409,92.65,60.38125,63,65.8,85.18518519,73.40328704
410,86.0875,82.6875,58,2.4,59.25925926,57.68685185
411,95.225,42.4125,62,35.3,70.37037037,61.06157407
412,23.65,60.925,41,9.7,96.2962963,46.31425926
413,61.6125,75.3375,99,21.2,14.81481481,54.39296296
414,89.6625,49.98125,84,62.6,40.74074074,65.39689815
415,74.0375,25.7375,99,17.8,59.25925926,55.16685185
416,86.6875,27.9625,47,28.4,92.59259259,56.52851852
417,30.4,69.33125,58,25.2,77.77777778,52.14180556
418,54.825,70.66875,71,79.1,62.96296296,67.71134259
419,45.65,55.55,65,52,88.88888889,61.41777778
420,58.575,39.08125,28,5.1,59.25925926,38.00310185
421,94.4,77.45,91,59.9,22.22222222,68.99444444
422,16.0875,91.71875,74,14.6,33.33333333,45.94791667
423,83.25,30,77,27.3,59.25925926,55.36185185
424,45.75,7.20625,85,53.3,77.77777778,53.80680556
425,60.375,42.31875,12,89.1,48.14814815,50.38837963
426,52.375,83.1,48,96.9,51.85185185,66.44537037
427,97.65,96.625,73,51.8,77.77777778,79.37055556
428,90.55,96.4875,42,14.3,22.22222222,53.11194444
429,78.6875,36.9375,73,3,44.44444444,47.21388889
430,51.0625,88.20625,75,94.3,81.48148148,78.0100463
431,78.8875,26.35625,24,19.8,70.37037037,43.88282407
432,43.7,78.54375,60,11.2,11.11111111,40.91097222
433,73.175,42.125,19,14,62.96296296,42.25259259
434,83.6625,47.1125,19,80.1,88.88888889,63.75277778
435,92.1,53.4125,11,75.1,81.48148148,62.6187963
436,43.2375,17.94375,70,84.7,44.44444444,52.06513889
437,66.5875,84.93125,18,45.5,66.66666667,56.33708333
438,89.2,7.575,96,55.6,81.48148148,65.9712963
439,77.075,63.3125,12,21.5,96.2962963,54.03675926
440,25.45,80.525,77,69.7,25.92592593,55.72018519
441,71.7875,12.625,46,9.9,55.55555556,39.17361111
442,84.3625,11.06875,51,31.2,48.14814815,45.15587963
443,39.8375,66.4,72,31.6,77.77777778,57.52305556
444,69.9875,26.775,43,39.7,88.88888889,53.67027778
445,99.45,74.55,42,99.4,11.11111111,65.30222222
446,48.275,95.05,43,27.7,33.33333333,49.47166667
447,94.5875,18.46875,87,40.5,66.66666667,61.44458333
448,50.725,30.4375,21,76.8,40.74074074,43.94064815
449,31.4,50.8875,65,13.7,18.51851852,35.9012037
450,60.4125,18.94375,42,94.1,92.59259259,61.60976852
451,67.275,43.3125,96,10.4,62.96296296,55.99009259
452,49.75,90.94375,55,85.7,92.59259259,74.79726852
453,16.425,40.63125,89,77,22.22222222,49.05569444
454,15.275,38.875,24,4.4,33.33333333,23.17666667
455,52.7625,31.11875,32,55.6,81.48148148,50.5925463
456,61.9,39.43125,95,13.4,88.88888889,59.72402778
457,68.9125,57.96875,39,9.2,96.2962963,54.27550926
458,84.6625,45.73125,45,63.6,62.96296296,60.39134259
459,99.2875,54.83125,83,7.4,25.92592593,54.08893519
460,71.8875,75.65625,59,66.8,25.92592593,59.85393519
461,53.7625,7.53125,34,97.6,66.66666667,51.91208333
462,42.225,35.125,27,3.7,14.81481481,24.57296296
463,19.1,26.36875,67,13,33.33333333,31.76041667
464,91.7,59.26875,56,49.4,11.11111111,53.49597222
465,91.45,38.7125,94,16.4,25.92592593,53.29768519
466,66.925,51.825,100,66.6,70.37037037,71.14407407
467,45.05,48.525,21,36.2,44.44444444,39.04388889
468,38.4875,40.55,66,82.1,92.59259259,63.94601852
469,98.375,49.175,44,34.2,100,65.15
470,75.5125,35.05,34,69.3,18.51851852,46.4762037
471,40.475,33.2625,100,62.5,85.18518519,64.28453704
472,17.4875,7.9625,21,82.7,77.77777778,41.38555556
473,18.125,29.55,57,17.6,88.88888889,42.23277778
474,94.3625,68.90625,28,59.8,33.33333333,56.88041667
475,34.35,16.34375,69,79.6,100,59.85875
476,85.25,12.475,70,18.4,33.33333333,43.89166667
477,98.1125,98.41875,80,34.7,81.48148148,78.5425463
478,38.625,65.99375,70,94.6,22.22222222,58.28819444
479,43.3625,44.1125,68,69.5,66.66666667,58.32833333
480,98.0125,85.05625,16,11,44.44444444,50.90263889
481,89.925,80.33125,37,99.9,59.25925926,73.28310185
482,59.425,83.0625,92,69.8,55.55555556,71.96861111
483,98.7375,96.925,21,4.9,18.51851852,48.0162037
